CD_CVM	DENOM_SOCIAL	DENOM_COMERC	SETOR_ATIV	PF_PJ	CNPJ	DT_REG	DT_CONST	DT_CANCEL	MOTIVO_CANCEL	SIT_REG	DT_INI_SIT	SIT_EMISSOR	DT_INI_SIT_EMISSOR	CATEG_REG	DT_INI_CATEG	AUDITOR	CNPJ_AUDITOR	TP_ENDER	LOGRADOURO	COMPL	BAIRRO	CIDADE	UF	PAIS	CD_POSTAL	TEL	FAX	EMAIL	TP_RESP	RESP	DT_INI_RESP	LOGRADOURO_RESP	COMPL_RESP	BAIRRO_RESP	CIDADE_RESP	UF_RESP	PAIS_RESP	CEP_RESP	TEL_RESP	FAX_RESP	EMAIL_RESP	TP_MERC
19399	BRAUSTAM HOTEIS REIT SA	BRAUSTAM HOTEIS SA	HOSPEDAGEM E TURISMO	PJ	1946997000130	14/05/2003	15/06/1997	21/07/2005	ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02	CANCELADA	21/07/2005					DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES	49928567000111	SEDE	AV DOS COQUEIROS 4000 - SALA 0	2	PRAIA CUMBUCO	CAUCAIA	CE	BRASIL		(85) 2682132	(85) 2643181	BRAUSTAMHOTEIS@UOL.COM.BR	DIRETOR DE RELAÇÕES COM INVESTIDORES	NELSON MAGALHaES GRAçA	14/05/2003	AV. SEN. VIRGíLIO TáVORA, 1701	SALA 1308	ALDEOTA	FORTALEZA			60170251	(85) 2682132	(85) 2643181	GRAMN@UOL.COM.BR	
19674	BRAVO SECURITIZADORA S/A	BRAVO SECURITIZADORA	SECURITIZAÇÃO DE RECEBÍVEIS	PJ	3144779000107	21/03/2005	01/01/2003	31/10/2008	ELISÃO POR INCORPORAÇÃO	CANCELADA	31/10/2008					KPMG AUDITORES ASSOCIADOS	52803244000106	SEDE	AV CHEDID JAFET 222	BLOCO C 3O ANDAR	VILA OLIMPIA	SÃO PAULO	SP	BRASIL		(11) 21076600	(11) 21076600	regis.dallagnese@riobravo.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	RÉGIS DALL?AGNESE	18/01/2008	AVENIDA CHEDID JAFET N.º 222	BL. B 3º ANDAR	VILA OLIMPIA	SÃO PAULO	SP		4551065	(11  ) 21076600	(11  ) 21076600	REGIS.DALLAGNESE@RIOBRAVO.COM.BR	BALCÃO NÃO ORGANIZADO
21865	BRAZAL - BRASIL ALIMENTOS S.A.	BFG	Emp. Adm. Part. - Comércio (Atacado e Varejo)	PJ	10826798000189	11/12/2009	30/04/2009	30/08/2016	Cancelamento de ofício - IN CVM 480/09	CANCELADA	30/08/2016	FASE PRÉ-OPERACIONAL	11/12/2009	Categoria A	11/12/2012	UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES	42170852000177	SEDE	AVENIDA REBOUÇAS Nº 765	3º ANDAR	JARDIM PAULISTA	SÃO PAULO	SP	BRASIL		(11) 32620489	(11) 32620489	dri@brazal.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	GUALTIERO SCHLICHTING PICCOLI	26/10/2010	AVENIDA REBOUÇAS Nº 765	3º ANDAR	JARDIM PAULISTA	SÃO PAULO	SP		5401100	(11) 32620489	(11) 32620489	dri@brazal.com.br	BALCÃO NÃO ORGANIZADO
19720	BRAZIL REALTY CIA SECURITIZADORA DE CREDITOS IMOLIARIOS	BRAZIL REALTY CIA SECURITIZADORA DE CREDITOS IMOLIARIOS	SECURITIZAÇÃO DE RECEBÍVEIS	PJ	7119838000148	02/05/2005	14/09/2004			ATIVO	02/05/2005	FASE OPERACIONAL	02/05/2005	Categoria B	01/01/2010	GRANT THORNTON AUDITORES INDEPENDENTES	10830108000165	SEDE	Avenida Brigadeiro Faria Lima 3600	12º andar	Itaim Bibi	SÃO PAULO	SP	BRASIL		(11) 45023345	(11) 45023225	ri@cyrela.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	MIGUEL MAIA MICKELBERG	01/06/2017	AV. BRIGADEIRO FARIA LIMA,3600	12º ANDAR	ITAIM BIBI	SÃO PAULO	SP		4538132	(011) 45023445	(011) 45023225	ri@cyrela.com.br	BALCÃO NÃO ORGANIZADO
17922	BRAZILIAN FINANCE & REAL ESTATE S.A.	BRAZILIAN FINANCE & REAL ESTATE S.A.	Emp. Adm. Part. - Sem Setor Principal	PJ	2762113000150	10/11/1998	25/08/1998			ATIVO	10/11/1998	FASE OPERACIONAL	01/04/2001	Categoria B	19/03/2019	PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES	61562112000120	SEDE	Avenida Paulista, 1374	15º andar	Bela Vista	SÃO PAULO	SP	BRASIL		(11) 32645343	(11) 32645275	ri_bfre@grupopan.com	DIRETOR DE RELAÇÕES COM INVESTIDORES	CARLOS EDUARDO PEREIRA GUIMARÃES	02/05/2016	AV PAULISTA, 1374	15º ANDAR	BELA VISTA	SÃO PAULO	SP		1310100	(11) 32645343	(11) 32645275	ri_bfre@grupopan.com	BOLSA
18759	BRAZILIAN SECURITIES CIA SECURITIZAÇÃO	BRAZILIAN SECURITIES CIA SECURITIZAÇÃO	SECURITIZAÇÃO DE RECEBÍVEIS	PJ	3767538000114	04/09/2000	10/04/2000			ATIVO	04/09/2000	FASE OPERACIONAL	31/03/2001	Categoria B	01/01/2010	PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES	61562112000120	SEDE	Avenida Paulista, 1374	14º andar	Bela Vista	SÃO PAULO	SP	BRASIL		(11) 32645343	(11) 40814721	ri_bs@grupopan.com	DIRETOR DE RELAÇÕES COM INVESTIDORES	CARLOS EDUARDO PEREIRA GUIMARÃES	02/05/2016	AV PAULISTA, 1374	14º ANDAR	BELA VISTA	SÃO PAULO			1310100	(11) 32645343	(11) 40814721	ri_bs@grupopan.com	BOLSA
6009	BRB CRED FINANC E INVEST SA	FIANCA CFI	BANCOS	PJ	33136888000143	20/07/1972		08/05/1987	ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78	CANCELADA	08/05/1987					WALTER HEUER AUDITORES INDEPENDENTES	61411393000110	SEDE	R CONDE DE BONFIM 289 A 10 AND			RIO DE JANEIRO	RJ	BRASIL		(21) 22342124		PRESI@FINANCEIRA.BRB.COM.BR	DIRETOR DE RELAÇÕES COM INVESTIDORES	DEOLINDO PIMENTA NOVAES	20/07/1972	R CONDE DE BONFIM 289 A 10 AND			RIO DE JANEIRO	RJ		20520000	(21) 2342124			BOLSA
14206	BRB-BANCO DE BRASILIA SA	BRB	BANCOS	PJ	208000100	24/09/1993	10/12/1964			ATIVO	24/09/1993	FASE OPERACIONAL	24/09/1993	Categoria A	01/01/2010	ERNST & YOUNG AUDITORES INDEPENDENTES S/S	61366936000125	SEDE	SBS Quadra 01 Bloco "E" Lote 24	Ed. Brasília	Asa Sul	BRASÍLIA	DF	BRASIL		(61) 34128092	(61) 34128092	ri@brb.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	PEDRO ANTÔNIO ESTRELLA PEDROSA	01/02/2019	SBS, QUADRA 01 BL. E, LOTE 24	ED. BRASÍLIA	ASA SUL	BRASÍLIA	DF		70072900	(61) 34128092	(61) 34128092	ri@brb.com.br	BOLSA
20672	BRC SECURITIZADORA SA	BRC SECURITIZADORA	SECURITIZAÇÃO DE RECEBÍVEIS	PJ	8653753000108	20/04/2007	02/01/2007	29/06/2020	ELISÃO POR EXTINÇÃO DA CIA	CANCELADA	29/06/2020	FASE OPERACIONAL	20/04/2007	Categoria B	01/01/2010	KPMG AUDITORES INDEPENDENTES	57755217000129	SEDE	Rua Hungria, 620, 4º andar	conjunto 42	Jardim Europa	SÃO PAULO	SP	BRASIL		(11) 40584555	(11) 40584556	deptocontroladoria@bresco.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	CARLOS JAVIER BETANCOURT	02/09/2011	RUA HUNGRIA, 620 - 4º ANDAR	CONJUNTO 42	JARDIM EUROPA	SÃO PAULO	SP		1455000	(11) 40584555	(11) 40584556	deptocontroladoria@bresco.com.br	
16292	BRF S.A.	BRF S.A.	Emp. Adm. Part. - Alimentos	PJ	1838723000127	24/06/1997	23/11/1945			ATIVO	24/06/1997	FASE OPERACIONAL	31/03/2001	Categoria A	01/01/2010	KPMG AUDITORES INDEPENDENTES	57755217000129	SEDE	Av. Jorge Tzachel, 475	--	Fazenda	ITAJAÍ	SC	BRASIL		(11) 23225717	(11) 23225747	acoesRI@brf-br.com	DIRETOR DE RELAÇÕES COM INVESTIDORES	IVAN DE SOUZA MONTEIRO	11/03/2019	AV. DAS NAÇÕES UNIDAS, N° 8501	1 ANDAR	PINHEIROS	SÃO PAULO	SP		5425070	(21) 23225377	(0) 0	acoesRI@brf-br.com	BOLSA
2003	BRINQUEDOS BANDEIRANTES SA	BRINQ BANDEIRANTE	COMÉRCIO (ATACADO E VAREJO)	PJ	61068557000159	15/08/1989		10/09/1993	ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78	CANCELADA	10/09/1993					S BLEINAT & ASSOC AUD INDEP SC	62022538000154	SEDE	AVENIDA VILA EMA 2208/58			SÃO PAULO	SP	BRASIL		(11) 2715633			DIRETOR DE RELAÇÕES COM INVESTIDORES	RUBENS FERNANDES FERREIRA	15/08/1989				SÃO PAULO	SP		3282000	(11) 2715633			BALCÃO NÃO ORGANIZADO
2011	BRINQUEDOS MIMO SA	BRINQUEDOS MIMO	BRINQUEDOS E LAZER	PJ	61322731000148	10/02/1966		20/12/2005	CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98	CANCELADA	20/12/2005					RUHTRA S/C	33017310000178	SEDE	AV DR HERC DE GODOY PASSOS 250			ITU	SP	BRASIL		(11) 4821500	(11) 4092678		DIRETOR DE RELAÇÕES COM INVESTIDORES	MARCOS ANTONIO BARBIERI	10/02/1966	AV DR HERC DE GODOY PASSOS 250			ITU	SP		13300000	(11) 4821500			BALCÃO NÃO ORGANIZADO
24830	BRK AMBIENTAL PARTICIPAÇÕES S.A.	BRK AMBIENTAL PARTICIPAÇÕES S.A.	Emp. Adm. Part. - Saneamento, Serv. Água e Gás	PJ	24396489000120	22/10/2019	28/01/2016			ATIVO	22/10/2019	FASE OPERACIONAL	13/08/2019	Categoria B	13/08/2019	ERNST & YOUNG AUDITORES INDEPENDENTES S/S	61366936000125	SEDE	AV. DAS NAÇÕES UNIDAS, Nº 14261	29º ANDAR - PARTE,	VILA GERTRUDES	SÃO PAULO	SP			(11) 38302000	(11) 38302000	riambiental@brkambiental.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	SÉRGIO GARRIDO DE BARROS	07/02/2019	AV DAS NAÇÕES UNIDAS, Nº 14261	29º AND PART ALA B	VILA GERTRUDES	SÃO PAULO	SP		4794000	(11) 38302000	(11) 38302000	sgbarros@brkambiental.com.br	
20265	BROOKFIELD INCORPORAÇÕES S.A.	BROOKFIELD INCORPORAÇÕES	Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração	PJ	7700557000184	11/09/2006	01/01/1978	24/08/2016	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	24/08/2016	FASE OPERACIONAL	11/09/2006	Categoria B	05/01/2015	ERNST & YOUNG AUDITORES INDEPENDENTES S/S	61366936000125	SEDE	Av Paisagista José Silva de Azevedo Neto,200	Bloco 8, 2º andar	Barra da Tijuca	RIO DE JANEIRO	RJ	BRASIL		(11) 40966455	(11) 31279200	ri@br.brookfield.com	DIRETOR DE RELAÇÕES COM INVESTIDORES	ALEXANDRE COSTA FONSECA	05/12/2012	AV. MAGALHÃES DE CASTRO, 4.800	TORRE3 - ANDAR 1E2	CIDADE JARDIM	SÃO PAULO	SP		5676120	(11) 31279488	(11) 31279200	ri@br.brookfield.com	BOLSA
19046	BROOKFIELD SÃO PAULO EMPREENDIMENTOS IMOBILIÁRIOS S.A.	BROOKFIELD SÃO PAULO EMPREENDIMENTOS IMOBILIÁRIOS S.A.	Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração	PJ	58877812000108	03/09/2001	01/01/1988	14/06/2012	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	14/06/2012	FASE OPERACIONAL	03/09/2001	Categoria B	01/01/2010	DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES	49928567000111	SEDE	Av. das Nações Unidas, nº 14.171 Torre B	14º andar	Brooklin Novo	SÃO PAULO	SP	BRASIL		(11) 31279423	(11) 31279408	ri@br.brookfield.com	DIRETOR DE RELAÇÕES COM INVESTIDORES	ALEXANDRE FONSECA DINKELMANN	07/12/2010	AV. DAS NAçõES UNIDAS,Nº 14171	TORRE B, 14º ANDAR	BROOKLIN NOVO	SÃO PAULO	SP		4794000	(11) 31279293	(11) 31279408	ri@br.brookfield.com	BOLSA
19895	BRPR 45 SECURITZADORA CRED IMOB SA	FIDES  SECURITIZADORA CRED IMOB SA	SECURITIZAÇÃO DE RECEBÍVEIS	PJ	7088416000152	22/12/2005	13/10/2004	14/11/2017	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	14/11/2017	FASE OPERACIONAL	11/04/2006	Categoria B	01/01/2010	KPMG AUDITORES INDEPENDENTES	57755217000129	SEDE	Avenida das Nações Unidas, 12.495	Torre A - 18° Andar	Brooklin Novo	SÃO PAULO	SP	BRASIL		(11) 32011000	(11) 32011001	roberto.ferrari@wtorre.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	ANDRÉ BERGSTEIN	02/05/2017	AV DAS NAÇÕES UNIDAS, 12495	TORRE A, 18º ANDA	BROOKLIN NOVO	SÃO PAULO	SP		4578000	(011) 32011000	(011) 32011001	ri@brpr.com.br	BALCÃO NÃO ORGANIZADO
19372	BRPR 51 SECURITZADORA CRED IMOB SA	WTORRE SECURITIZADORA DE CRED. IMOB. SA	SECURITIZAÇÃO DE RECEBÍVEIS	PJ	4800265000125	24/03/2003	09/11/2001	05/10/2015	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	05/10/2015	FASE OPERACIONAL	30/11/2003	Categoria B	01/01/2010	ERNST & YOUNG AUDITORES INDEPENDENTES S/S	61366936000125	SEDE	Avenida das Nações Unidas, 12.495	Torre A - 18° Andar	Brooklin Novo	SÃO PAULO	SP	BRASIL		(11) 32011000	(11) 32011001	roberto.ferrari@wtorre.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	PEDRO MARCIO DALTRO DOS SANTOS	29/03/2012	AV. DAS NAÇOES UNIDAS,12.495	TORRE A - 18ºANDAR	BROOKLIN NOVO	SÃO PAULO	SP		4578000	(11) 32011000	(11) 32011001	ri@brpr.com.br	BALCÃO NÃO ORGANIZADO
19976	BRPR 52 SECURITZADORA CRED IMOB SA	WTORRE TSSP SEC DE CRED IMOBILIÁRIOS S/A	SECURITIZAÇÃO DE RECEBÍVEIS	PJ	7033882000130	17/02/2006	02/08/2004	03/11/2015	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	03/11/2015	FASE OPERACIONAL	18/02/2006	Categoria B	01/01/2010	ERNST & YOUNG AUDITORES INDEPENDENTES S/S	61366936000125	SEDE	Avenida das Nações Unidas, 12.495	Torre A - 18° Andar	Brooklin Novo	SÃO PAULO	SP	BRASIL		(11) 32011000	(11) 32011001	roberto.ferrari@wtorre.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	PEDRO MARCIO DALTRO DOS SANTOS	29/03/2012	AV. DAS NAÇOES UNIDAS,12.495	TORRE A - 18ºANDAR	BROOKLIN NOVO	SÃO PAULO	SP		4578000	(11) 32011000	(11) 32011001	ri@brpr.com.br	BALCÃO NÃO ORGANIZADO
19380	BRPR 53 SECURITZADORA CRED IMOB SA	WTORRE TC SEC DE CRÉDITOS IMOBILIÁRIOS. S.A.	SECURITIZAÇÃO DE RECEBÍVEIS	PJ	4370082000117	08/05/2003	05/03/2001	13/09/2016	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	13/09/2016	FASE OPERACIONAL	30/09/2003	Categoria B	01/01/2010	ERNST & YOUNG AUDITORES INDEPENDENTES S/S	61366936000125	SEDE	Avenida das Nações Unidas, 12.495	Torre A - 18° Andar	Brooklin Novo	SÃO PAULO	SP	BRASIL		(11) 32011000	(11) 32011001	roberto.ferrari@wtorre.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	ANDRE FERNANDES BERENGUER	08/08/2015	AV DAS NAÇÕES UNIDAS, TORRE A	Nº 12.495, 18º AND	BROOKLIN NOVO	SÃO PAULO	SP		4578000	(011) 32011000	(011) 32011001	ri@brpr.com.br	BALCÃO NÃO ORGANIZADO
19941	BRPR 55 SECURITZADORA CRED IMOB SA	WTORRE VPA SEC DE CRED IMOBILIARIOS S.A	SECURITIZAÇÃO DE RECEBÍVEIS	PJ	7710591000130	26/01/2006	29/07/2005	08/04/2019	ELISÃO POR INCORPORAÇÃO	CANCELADA	08/04/2019	FASE OPERACIONAL	26/05/2006	Categoria B	01/01/2010	KPMG AUDITORES INDEPENDENTES	57755217000129	SEDE	Avenida das Nações Unidas, 12.495	Torre A - 18° Andar	Brooklin Novo	SÃO PAULO	SP	BRASIL		(11) 32011000	(11) 32011001	ri@brpr.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	ANDRÉ BERGSTEIN	17/05/2017	AV. DAS NAÇÕES UNIDAS 12.495	TORRE A, 18º ANDAR	BROOKLIN NOVO	SÃO PAULO	SP		4578000	(11) 32011000	(11) 32011001	ri@brpr.com.br	BALCÃO NÃO ORGANIZADO
19984	BRPR 56 SECURITZADORA CRED IMOB SA	WTORRE VRJ SEC CREDITOS IMOBILIÁRIOS S/A	SECURITIZAÇÃO DE RECEBÍVEIS	PJ	6137677000152	22/02/2006	20/01/2004			ATIVO	22/02/2006	FASE OPERACIONAL	05/03/2006	Categoria B	01/01/2010	KPMG AUDITORES INDEPENDENTES	57755217000129	SEDE	Avenida das Nações Unidas, 12.495	Torre A - 18° Andar	Brooklin Novo	SÃO PAULO	SP	BRASIL		(11) 32011000	(11) 32011001	ri@brpr.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	ANDRÉ BERGSTEIN	02/05/2017	AV. DAS NAÇÕES UNIDAS, 12.495	TORRE A- 18º ANDAR	BROOKLIN NOVO	SÃO PAULO	SP		4578000	(011) 32011000	(011) 32011001	ri@brpr.com.br	BALCÃO NÃO ORGANIZADO
23817	BRQ SOLUÇÕES EM INFORMÁTICA S.A.	BRQ SOLUÇÕES EM INFORMÁTICA S.A.	COMUNICAÇÃO E INFORMÁTICA	PJ	36542025000164	11/01/2016	26/02/1993			ATIVO	11/01/2016	FASE OPERACIONAL	28/05/2015	Categoria A	28/05/2015	ERNST & YOUNG AUDITORES INDEPENDENTES S/S	61366936000125	SEDE	Av. Copacabana, 238	CJ 2003	Emp.18 do Forte		SP	BRASIL		(11) 21267000	(11) 21267099	ri@brq.com	DIRETOR DE RELAÇÕES COM INVESTIDORES	BENJAMIN RIBEIRO QUADROS	08/04/2015	RUA  BOA VISTA, 254	9º ANDAR	CENTRO	SÃO PAULO	SP		1014000	(11) 21267020	(11) 21267099	ri@brq.com	
21580	BRT HOLDING 1 SA	BRT HOLDING 1 S.A.	Emp. Adm. Part. - Telecomunicações	PJ	9462890000128	31/07/2008	29/12/2007	17/12/2014	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	17/12/2014	FASE OPERACIONAL	31/07/2008	Categoria A	01/01/2010	PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES	61562112000120	SEDE	Rua das Olimpíadas, 205, 8o andar	sala 4	Vila Olímpia	SÃO PAULO	SP	BRASIL		(11) 30186600	(11) 30186636	brasil.diretoria@americantower.com	DIRETOR DE RELAÇÕES COM INVESTIDORES	JOAO HENRIQUE BRAGA JUNQUEIRA	16/09/2013	AV. BRIGADEIRO FARIA LIMA,3900	7º ANDAR	ITAIM BIBI	SÃO PAULO	SP		4538132	(11) 35565505	(11) 35565535	todosformulariodereferencia@gp.com.br	BALCÃO ORGANIZADO
12971	BRUMADINHO SA MIN E METAIS	BRUMADINHO	EXTRAÇÃO MINERAL	PJ	52082872000140	15/08/1986		09/08/2005	CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98	CANCELADA	09/08/2005					MERITO AUDITORES INDEPENDENTES	47860515000125	SEDE	AV DAS NACOES UNIDAS, 17271		SANTO AMARO	SÃO PAULO	SP	BRASIL		(11) 5482422			DIRETOR DE RELAÇÕES COM INVESTIDORES	CID MEIRELLES FERREIRA	15/08/1986	AV DR CARDOSO DE MELO 1855 16			SÃO PAULO	SP		4548000	(11) 8297788			BALCÃO NÃO ORGANIZADO
21415	BRZ INVESTIMENTOS S/A	BRZ INVESTIMENTOS S/A	Emp. Adm. Part.-Bolsas de Valores/Mercadorias e Futuros	PJ	3468802000119	27/03/2008	18/10/1999	20/07/2011	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	20/07/2011	FASE OPERACIONAL	27/03/2008	Categoria A	01/01/2010	PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES	61562112000120	SEDE	Rua Leopoldo Couto de Magalhães Júnior, 758	conjunto 52	Itaim Bibi	SÃO PAULO	SP	BRASIL		(11) 35388000	(11) 35388099	paulo.curi@brzinvestimentos.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	ALLAN HADID	30/09/2010	RUA LEOPOLDO COUTO DE MAGALH~E	758 CONJ 52	ITAIM-BIBI	SÃO PAULO	SP		4542000	(11) 35388076	(11) 35380809	allan.hadid@brzinvestimentos.com.br	BALCÃO ORGANIZADO
6327	BS CONTINENTAL SA ULTL DOMEST	CONTNENTAL SA	Máquinas, Equipamentos, Veículos e Peças	PJ	60736279000106	28/03/1983		25/03/1999	ATENDIMENTO AS NORMAS DA INSTR CVM 229/95	CANCELADA	25/03/1999					KPMG AUDITORES INDEPENDENTES	57755217000129	SEDE	RUA SARAPUI 164			SÃO PAULO	SP	BRASIL		(11) 9153001	(11) 2150095		DIRETOR DE RELAÇÕES COM INVESTIDORES	RONALD REEVE GUNN	28/03/1983	RUA BOA VISTA 185 5 AND			SÃO PAULO	SP		1092000	(11) 2390711			BOLSA
876	BS INFORM E ADMINISTR SA	BS INFORM E ADMINIST		PJ	61356762000110	20/07/1977		04/10/1991	ATENDIMENTO AS NORMAS DA INSTR CVM 03/78	CANCELADA	04/10/1991					BOUCINHAS, CAMPOS & CONTI AUDITORES INDEPENDENTES S/S	62650403000133	SEDE	AV RIO BRANCO 138/12 ANDAR			RIO DE JANEIRO	RJ	BRASIL		(021) 2718000			DIRETOR DE RELAÇÕES COM INVESTIDORES	ORLANDO MARTINS SOARES FILHO	20/07/1977	AV RIO BRANCO 138/9 ANDAR			RIO DE JANEIRO	RJ		20057000	(21) 2718000			BOLSA
23779	BS&C EMPREENDIMENTOS E PARTICIPAÇÕES S.A.	BS&C EMPREENDIMENTOS E PARTICIPAÇÕES S.A.	ALIMENTOS	PJ	10603674000134	19/11/2015	14/01/2009	14/06/2016	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	14/06/2016	FASE OPERACIONAL	04/09/2015	Categoria A	04/09/2015	PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES	61562112000120	SEDE	Rua Gomes de Carvalho, nº 1.666	cj. 42, sala 01	Vila Olímpia	SÃO PAULO	SP	BRASIL		(11) 35498977	(11) 35496558	ri@wownutrition.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	MARCOS DE ALMEIDA NUNES	31/08/2015	RUA GOMES DE CARVALHO, 1.666	CJ. 42 - SALA 01	VILA OLÍMPIA	SÃO PAULO	SP		4547006	(11) 35498977	(11) 35496558	ri@wownutrition.com.br	
18864	BSE SA	BCP TELECOMUNICAÇÕES	TELECOMUNICAÇÕES	PJ	68704923000168	31/01/2001	08/08/1997	19/01/2004	ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02	CANCELADA	19/01/2004					ERNST & YOUNG AUDITORES INDEPENDENTES S/S	61366936000125	SEDE	RUA FLORIDA, 1970		CIDADE MONÇÕES	SÃO PAULO	SP	BRASIL		(21) 25289002	() 25289027	valtier.teixeira@bcp.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	ELZA VAISMAN	31/01/2001	RUA MENA BARRETO 42	8º ANDAR	BOTAFOGO	RIO DE JANEIRO	SP		22271100	(21) 25289031	(21) 25289009	ELZA.VAISMAN@ATL.COM.BR	BALCÃO ORGANIZADO
23132	BSI CAPITAL SECURITIZADORA S.A.	BSI CAPITAL SECURITIZADORA S.A.	SECURITIZAÇÃO DE RECEBÍVEIS	PJ	11257352000143	17/04/2013	02/09/2009			ATIVO	17/04/2013	FASE OPERACIONAL	30/01/2013	Categoria B	30/01/2013	AUDIFACTOR AUDITORES INDEPENDENTES S/S	7037795000151	SEDE	RUA JOSE VERSOLLATO, 111	SALA 2126	CENTRO	SÃO BERNARDO DO CAMPO	SP	BRASIL		(11) 43309660	(11) 43309660	bsisecuritizadora@gmail.com	DIRETOR DE RELAÇÕES COM INVESTIDORES	RICARDO ELSON DO CARMO	19/11/2010	RUA JOSE VERSOLLATO, 111	SALA 2126	CENTRO	SÃO BERNARDO DO CAMPO	SP		9750730	(11) 43309660	(11) 43309660	bsisecuritizadora@gmail.com	
19690	BTG PACTUAL SECURITIZADORA S.A	BTG PACTUAL SECURITIZADORA S.A	SECURITIZAÇÃO DE RECEBÍVEIS	PJ	7110438000171	14/04/2005	25/10/2004	24/06/2015	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	24/06/2015	FASE OPERACIONAL	01/12/2006	Categoria B	01/01/2010	KPMG AUDITORES INDEPENDENTES	57755217000129	SEDE	PRAIA DE BOTAFOGO, 501	5º ANDAR PARTE	PRAIA DE BOTAFOGO, 5	RIO DE JANEIRO	RJ	BRASIL		(21) 32629717	(21) 32628818	alexandre.zanvettor@ubs.com	DIRETOR DE RELAÇÕES COM INVESTIDORES	MARCELO KALIM	28/10/2011	PRAIA DE BOTAFOGO, 501	5º ANDAR	BOTAFOGO	RIO DE JANEIRO	RJ		22250040	(21) 32629717	(21) 32628818	ol-reguladores@btgpactual.com	BALCÃO NÃO ORGANIZADO
13897	BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM	BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM	ARRENDAMENTO MERCANTIL	PJ	59281253000123	24/09/1991		28/04/1999	ATENDIMENTO AS NORMAS DA INSTR CVM 229/95	CANCELADA	28/04/1999					RUHTRA S/C	33017310000178	SEDE	PRAIA DE BOTAFOGO, 501	6 ANDAR	BOTAFOGO	RIO DE JANEIRO	RJ			(21) 32629600	(11) 33832000	ol-reguladores@btgpactual.com	DIRETOR DE RELAÇÕES COM INVESTIDORES	ANTONIO CARLOS CANTO PORTO FILHO	24/09/1991	R MANOEL MARQUES SIMOES 156		CIDADE JARDIM	SÃO PAULO	SP		5676070	(11) 30303004	(0011) 8135636		
23850	BTGI QUARTZO PARTICIPAÇÕES S.A.	BTGI QUARTZO PARTICIPAÇÕES S.A.	Emp. Adm. Part. - Sem Setor Principal	PJ	21948105000147	19/02/2016	02/02/2015			ATIVO	19/02/2016	FASE PRÉ-OPERACIONAL	06/08/2015	Categoria A	19/02/2016	ERNST & YOUNG AUDITORES INDEPENDENTES S/S	61366936000125	SEDE	Rua da Consolação, 2825	2º andar, Conj. 21	Cerqueira César	SÃO PAULO	SP	BRASIL		(11) 33832000	(11) 33832001	OL-DRI-Quartzo@btgpactual.com	DIRETOR DE RELAÇÕES COM INVESTIDORES	EDWYN NEVES	20/05/2015	RUA DA CONSOLAÇÃO, 2285	CONJ 21 - 2º AND	CERQUEIRA CÉSAR	SÃO PAULO	SP		1460001	(11) 33832000	(11) 33832001	OL-DRI-QUARTZO@btgpactual.com	
